id,customer_id,merchant_id,status,created_at,updated_at
1165,224,74,shipped,2012-03-10 15:55:05 UTC,2012-03-10 15:55:05 UTC
1166,225,43,shipped,2012-03-24 07:55:05 UTC,2012-03-24 07:55:05 UTC
1167,225,68,shipped,2012-03-21 18:55:05 UTC,2012-03-21 18:55:05 UTC
1168,225,30,shipped,2012-03-16 11:55:05 UTC,2012-03-16 11:55:05 UTC
1169,225,81,shipped,2012-03-24 22:55:05 UTC,2012-03-24 22:55:05 UTC
1170,225,5,shipped,2012-03-07 19:55:05 UTC,2012-03-07 19:55:05 UTC
1171,225,63,shipped,2012-03-15 11:55:05 UTC,2012-03-15 11:55:05 UTC
1172,225,49,shipped,2012-03-17 10:55:05 UTC,2012-03-17 10:55:05 UTC
1173,225,56,shipped,2012-03-11 14:55:05 UTC,2012-03-11 14:55:05 UTC
1174,225,99,shipped,2012-03-07 08:55:05 UTC,2012-03-07 08:55:05 UTC
1175,225,36,shipped,2012-03-17 10:55:05 UTC,2012-03-17 10:55:05 UTC
1176,227,82,shipped,2012-03-15 21:55:05 UTC,2012-03-15 21:55:05 UTC
1177,227,100,shipped,2012-03-20 11:55:05 UTC,2012-03-20 11:55:05 UTC
1178,227,95,shipped,2012-03-08 16:55:05 UTC,2012-03-08 16:55:05 UTC
1179,227,96,shipped,2012-03-27 09:55:05 UTC,2012-03-27 09:55:05 UTC
1180,227,33,shipped,2012-03-08 04:55:05 UTC,2012-03-08 04:55:05 UTC
1181,227,35,shipped,2012-03-11 04:55:05 UTC,2012-03-11 04:55:05 UTC
1182,228,79,shipped,2012-03-11 00:55:05 UTC,2012-03-11 00:55:05 UTC
1183,229,36,shipped,2012-03-19 11:55:05 UTC,2012-03-19 11:55:05 UTC
1184,229,16,shipped,2012-03-16 19:55:05 UTC,2012-03-16 19:55:05 UTC
1185,229,29,shipped,2012-03-21 09:55:06 UTC,2012-03-21 09:55:06 UTC
1186,229,6,shipped,2012-03-21 01:55:06 UTC,2012-03-21 01:55:06 UTC
1187,229,2,shipped,2012-03-17 18:55:06 UTC,2012-03-17 18:55:06 UTC
1188,229,19,shipped,2012-03-27 06:55:06 UTC,2012-03-27 06:55:06 UTC
1189,229,47,shipped,2012-03-16 10:55:06 UTC,2012-03-16 10:55:06 UTC
1190,230,3,shipped,2012-03-10 22:55:06 UTC,2012-03-10 22:55:06 UTC
1191,231,22,shipped,2012-03-09 19:55:06 UTC,2012-03-09 19:55:06 UTC
1192,231,28,shipped,2012-03-14 11:55:06 UTC,2012-03-14 11:55:06 UTC
1193,231,22,shipped,2012-03-06 21:55:06 UTC,2012-03-06 21:55:06 UTC
1194,231,81,shipped,2012-03-18 07:55:06 UTC,2012-03-18 07:55:06 UTC
1195,231,28,shipped,2012-03-07 05:55:06 UTC,2012-03-07 05:55:06 UTC
1196,232,21,shipped,2012-03-09 00:55:06 UTC,2012-03-09 00:55:06 UTC
1197,232,50,shipped,2012-03-25 09:55:06 UTC,2012-03-25 09:55:06 UTC
1198,232,6,shipped,2012-03-24 00:55:06 UTC,2012-03-24 00:55:06 UTC
1199,232,17,shipped,2012-03-20 16:55:06 UTC,2012-03-20 16:55:06 UTC
1200,232,7,shipped,2012-03-15 23:55:06 UTC,2012-03-15 23:55:06 UTC
1201,232,23,shipped,2012-03-26 00:55:06 UTC,2012-03-26 00:55:06 UTC
1202,232,72,shipped,2012-03-24 14:55:06 UTC,2012-03-24 14:55:06 UTC
1203,232,3,shipped,2012-03-23 15:55:06 UTC,2012-03-23 15:55:06 UTC
1204,232,75,shipped,2012-03-23 10:55:06 UTC,2012-03-23 10:55:06 UTC
1205,233,97,shipped,2012-03-09 18:55:06 UTC,2012-03-09 18:55:06 UTC
1206,235,23,shipped,2012-03-12 22:55:06 UTC,2012-03-12 22:55:06 UTC
1207,235,67,shipped,2012-03-21 10:55:07 UTC,2012-03-21 10:55:07 UTC
1208,235,15,shipped,2012-03-18 08:55:07 UTC,2012-03-18 08:55:07 UTC
1209,235,29,shipped,2012-03-26 19:55:07 UTC,2012-03-26 19:55:07 UTC
1210,235,63,shipped,2012-03-14 01:55:07 UTC,2012-03-14 01:55:07 UTC
1211,235,8,shipped,2012-03-14 22:55:07 UTC,2012-03-14 22:55:07 UTC
1212,235,30,shipped,2012-03-14 20:55:07 UTC,2012-03-14 20:55:07 UTC
1213,236,45,shipped,2012-03-12 07:55:07 UTC,2012-03-12 07:55:07 UTC
1214,236,77,shipped,2012-03-11 11:55:07 UTC,2012-03-11 11:55:07 UTC
1215,236,16,shipped,2012-03-14 18:55:07 UTC,2012-03-14 18:55:07 UTC
1216,236,92,shipped,2012-03-24 16:55:07 UTC,2012-03-24 16:55:07 UTC
1217,236,65,shipped,2012-03-08 10:55:07 UTC,2012-03-08 10:55:07 UTC
1218,236,24,shipped,2012-03-25 16:55:07 UTC,2012-03-25 16:55:07 UTC
1219,237,77,shipped,2012-03-20 04:55:07 UTC,2012-03-20 04:55:07 UTC
1220,237,13,shipped,2012-03-08 21:55:07 UTC,2012-03-08 21:55:07 UTC
1221,237,19,shipped,2012-03-08 07:55:07 UTC,2012-03-08 07:55:07 UTC
1222,237,46,shipped,2012-03-19 00:55:07 UTC,2012-03-19 00:55:07 UTC
1223,237,71,shipped,2012-03-14 07:55:07 UTC,2012-03-14 07:55:07 UTC
1224,238,32,shipped,2012-03-12 05:55:07 UTC,2012-03-12 05:55:07 UTC
1225,238,70,shipped,2012-03-12 22:55:07 UTC,2012-03-12 22:55:07 UTC
1226,238,33,shipped,2012-03-22 05:55:07 UTC,2012-03-22 05:55:07 UTC
1227,238,43,shipped,2012-03-10 11:55:07 UTC,2012-03-10 11:55:07 UTC
1228,238,42,shipped,2012-03-18 23:55:08 UTC,2012-03-18 23:55:08 UTC
1229,238,81,shipped,2012-03-22 18:55:08 UTC,2012-03-22 18:55:08 UTC
1230,238,65,shipped,2012-03-23 20:55:08 UTC,2012-03-23 20:55:08 UTC
1231,238,75,shipped,2012-03-16 10:55:08 UTC,2012-03-16 10:55:08 UTC
1232,238,55,shipped,2012-03-23 15:55:08 UTC,2012-03-23 15:55:08 UTC
1233,241,15,shipped,2012-03-19 07:55:08 UTC,2012-03-19 07:55:08 UTC
1234,242,41,shipped,2012-03-15 11:55:08 UTC,2012-03-15 11:55:08 UTC
1235,242,65,shipped,2012-03-20 09:55:08 UTC,2012-03-20 09:55:08 UTC
1236,242,55,shipped,2012-03-24 20:55:08 UTC,2012-03-24 20:55:08 UTC
1237,243,53,shipped,2012-03-16 19:55:08 UTC,2012-03-16 19:55:08 UTC
1238,243,88,shipped,2012-03-15 19:55:08 UTC,2012-03-15 19:55:08 UTC
1239,243,37,shipped,2012-03-19 05:55:08 UTC,2012-03-19 05:55:08 UTC
1240,243,38,shipped,2012-03-18 20:55:08 UTC,2012-03-18 20:55:08 UTC
1241,243,100,shipped,2012-03-13 02:55:08 UTC,2012-03-13 02:55:08 UTC
1242,243,64,shipped,2012-03-26 02:55:08 UTC,2012-03-26 02:55:08 UTC
1243,243,55,shipped,2012-03-25 19:55:08 UTC,2012-03-25 19:55:08 UTC
1244,244,91,shipped,2012-03-15 23:55:08 UTC,2012-03-15 23:55:08 UTC
1245,244,29,shipped,2012-03-14 21:55:08 UTC,2012-03-14 21:55:08 UTC
1246,244,13,shipped,2012-03-22 22:55:08 UTC,2012-03-22 22:55:08 UTC
1247,244,89,shipped,2012-03-20 03:55:08 UTC,2012-03-20 03:55:08 UTC
1248,246,58,shipped,2012-03-19 10:55:08 UTC,2012-03-19 10:55:08 UTC
1249,246,12,shipped,2012-03-08 11:55:09 UTC,2012-03-08 11:55:09 UTC
1250,246,35,shipped,2012-03-11 20:55:09 UTC,2012-03-11 20:55:09 UTC
1251,247,43,shipped,2012-03-12 14:55:09 UTC,2012-03-12 14:55:09 UTC
1252,247,45,shipped,2012-03-26 22:55:09 UTC,2012-03-26 22:55:09 UTC
1253,247,64,shipped,2012-03-23 14:55:09 UTC,2012-03-23 14:55:09 UTC
1254,247,12,shipped,2012-03-19 06:55:09 UTC,2012-03-19 06:55:09 UTC
1255,247,85,shipped,2012-03-23 19:55:09 UTC,2012-03-23 19:55:09 UTC
1256,247,84,shipped,2012-03-12 22:55:09 UTC,2012-03-12 22:55:09 UTC
1257,247,8,shipped,2012-03-10 21:55:09 UTC,2012-03-10 21:55:09 UTC
1258,247,89,shipped,2012-03-15 17:55:09 UTC,2012-03-15 17:55:09 UTC
1259,247,29,shipped,2012-03-18 07:55:09 UTC,2012-03-18 07:55:09 UTC
1260,248,1,shipped,2012-03-06 17:55:09 UTC,2012-03-06 17:55:09 UTC
1261,248,66,shipped,2012-03-15 17:55:09 UTC,2012-03-15 17:55:09 UTC
1262,248,42,shipped,2012-03-12 12:55:09 UTC,2012-03-12 12:55:09 UTC
1263,248,73,shipped,2012-03-21 12:55:09 UTC,2012-03-21 12:55:09 UTC
1264,248,37,shipped,2012-03-18 16:55:09 UTC,2012-03-18 16:55:09 UTC
1265,248,17,shipped,2012-03-12 20:55:09 UTC,2012-03-12 20:55:09 UTC
1266,248,48,shipped,2012-03-22 03:55:09 UTC,2012-03-22 03:55:09 UTC
1267,249,30,shipped,2012-03-23 02:55:09 UTC,2012-03-23 02:55:09 UTC
1268,249,17,shipped,2012-03-09 05:55:10 UTC,2012-03-09 05:55:10 UTC
1269,249,65,shipped,2012-03-20 17:55:10 UTC,2012-03-20 17:55:10 UTC
1270,249,38,shipped,2012-03-27 06:55:10 UTC,2012-03-27 06:55:10 UTC
1271,249,1,shipped,2012-03-09 09:55:10 UTC,2012-03-09 09:55:10 UTC
1272,249,55,shipped,2012-03-19 13:55:10 UTC,2012-03-19 13:55:10 UTC
1273,250,85,shipped,2012-03-15 12:55:10 UTC,2012-03-15 12:55:10 UTC
1274,250,11,shipped,2012-03-17 11:55:10 UTC,2012-03-17 11:55:10 UTC
1275,250,5,shipped,2012-03-26 08:55:10 UTC,2012-03-26 08:55:10 UTC
1276,250,92,shipped,2012-03-22 09:55:10 UTC,2012-03-22 09:55:10 UTC
1277,250,49,shipped,2012-03-14 10:55:10 UTC,2012-03-14 10:55:10 UTC
1278,250,88,shipped,2012-03-16 09:55:10 UTC,2012-03-16 09:55:10 UTC
1279,250,45,shipped,2012-03-06 22:55:10 UTC,2012-03-06 22:55:10 UTC
1280,250,10,shipped,2012-03-10 06:55:10 UTC,2012-03-10 06:55:10 UTC
1281,251,40,shipped,2012-03-12 17:55:10 UTC,2012-03-12 17:55:10 UTC
1282,251,53,shipped,2012-03-23 20:55:10 UTC,2012-03-23 20:55:10 UTC
1283,251,89,shipped,2012-03-10 12:55:10 UTC,2012-03-10 12:55:10 UTC
1284,251,12,shipped,2012-03-18 21:55:10 UTC,2012-03-18 21:55:10 UTC
1285,251,61,shipped,2012-03-17 23:55:10 UTC,2012-03-17 23:55:10 UTC
1286,251,76,shipped,2012-03-22 16:55:10 UTC,2012-03-22 16:55:10 UTC
1287,252,19,shipped,2012-03-13 03:55:10 UTC,2012-03-13 03:55:10 UTC
1288,252,6,shipped,2012-03-21 03:55:10 UTC,2012-03-21 03:55:10 UTC
1289,252,45,shipped,2012-03-27 05:55:10 UTC,2012-03-27 05:55:10 UTC
1290,252,47,shipped,2012-03-15 02:55:11 UTC,2012-03-15 02:55:11 UTC
1291,253,75,shipped,2012-03-21 21:55:11 UTC,2012-03-21 21:55:11 UTC
1292,253,17,shipped,2012-03-08 10:55:11 UTC,2012-03-08 10:55:11 UTC
1293,253,96,shipped,2012-03-22 21:55:11 UTC,2012-03-22 21:55:11 UTC
1294,253,66,shipped,2012-03-12 19:55:11 UTC,2012-03-12 19:55:11 UTC
1295,253,95,shipped,2012-03-20 15:55:11 UTC,2012-03-20 15:55:11 UTC
1296,253,38,shipped,2012-03-24 01:55:11 UTC,2012-03-24 01:55:11 UTC
1297,253,99,shipped,2012-03-10 05:55:11 UTC,2012-03-10 05:55:11 UTC
1298,253,46,shipped,2012-03-19 00:55:11 UTC,2012-03-19 00:55:11 UTC
1299,254,70,shipped,2012-03-22 04:55:11 UTC,2012-03-22 04:55:11 UTC
1300,254,72,shipped,2012-03-22 10:55:11 UTC,2012-03-22 10:55:11 UTC
1301,254,38,shipped,2012-03-13 02:55:11 UTC,2012-03-13 02:55:11 UTC
1302,254,76,shipped,2012-03-27 12:55:11 UTC,2012-03-27 12:55:11 UTC
1303,255,79,shipped,2012-03-10 09:55:11 UTC,2012-03-10 09:55:11 UTC
1304,255,99,shipped,2012-03-15 19:55:11 UTC,2012-03-15 19:55:11 UTC
1305,255,41,shipped,2012-03-12 15:55:11 UTC,2012-03-12 15:55:11 UTC
1306,255,100,shipped,2012-03-16 13:55:11 UTC,2012-03-16 13:55:11 UTC
1307,256,19,shipped,2012-03-07 20:55:11 UTC,2012-03-07 20:55:11 UTC
1308,256,27,shipped,2012-03-11 09:55:11 UTC,2012-03-11 09:55:11 UTC
1309,256,41,shipped,2012-03-12 00:55:11 UTC,2012-03-12 00:55:11 UTC
1310,256,28,shipped,2012-03-22 15:55:11 UTC,2012-03-22 15:55:11 UTC
1311,256,90,shipped,2012-03-08 20:55:11 UTC,2012-03-08 20:55:11 UTC
1312,256,43,shipped,2012-03-07 02:55:12 UTC,2012-03-07 02:55:12 UTC
1313,256,93,shipped,2012-03-08 05:55:12 UTC,2012-03-08 05:55:12 UTC
1314,256,11,shipped,2012-03-09 11:55:12 UTC,2012-03-09 11:55:12 UTC
1315,256,9,shipped,2012-03-11 04:55:12 UTC,2012-03-11 04:55:12 UTC
1316,256,25,shipped,2012-03-18 01:55:12 UTC,2012-03-18 01:55:12 UTC
1317,259,75,shipped,2012-03-19 05:55:12 UTC,2012-03-19 05:55:12 UTC
1318,259,38,shipped,2012-03-15 21:55:12 UTC,2012-03-15 21:55:12 UTC
1319,259,35,shipped,2012-03-22 00:55:12 UTC,2012-03-22 00:55:12 UTC
1320,260,45,shipped,2012-03-26 16:55:12 UTC,2012-03-26 16:55:12 UTC
1321,260,43,shipped,2012-03-07 12:55:12 UTC,2012-03-07 12:55:12 UTC
1322,260,60,shipped,2012-03-07 09:55:12 UTC,2012-03-07 09:55:12 UTC
1323,260,51,shipped,2012-03-23 06:55:12 UTC,2012-03-23 06:55:12 UTC
1324,260,13,shipped,2012-03-20 09:55:12 UTC,2012-03-20 09:55:12 UTC
1325,260,92,shipped,2012-03-11 16:55:12 UTC,2012-03-11 16:55:12 UTC
1326,260,1,shipped,2012-03-18 05:55:12 UTC,2012-03-18 05:55:12 UTC
1327,260,83,shipped,2012-03-08 00:55:12 UTC,2012-03-08 00:55:12 UTC
1328,260,42,shipped,2012-03-12 15:55:12 UTC,2012-03-12 15:55:12 UTC
1329,260,60,shipped,2012-03-12 23:55:12 UTC,2012-03-12 23:55:12 UTC
1330,261,13,shipped,2012-03-11 09:55:12 UTC,2012-03-11 09:55:12 UTC
1331,261,10,shipped,2012-03-15 09:55:12 UTC,2012-03-15 09:55:12 UTC
1332,261,1,shipped,2012-03-14 03:55:12 UTC,2012-03-14 03:55:12 UTC
1333,262,33,shipped,2012-03-26 10:55:12 UTC,2012-03-26 10:55:12 UTC
1334,262,17,shipped,2012-03-19 18:55:13 UTC,2012-03-19 18:55:13 UTC
1335,262,52,shipped,2012-03-07 23:55:13 UTC,2012-03-07 23:55:13 UTC
1336,262,83,shipped,2012-03-08 05:55:13 UTC,2012-03-08 05:55:13 UTC
1337,262,78,shipped,2012-03-18 17:55:13 UTC,2012-03-18 17:55:13 UTC
1338,262,1,shipped,2012-03-19 02:55:13 UTC,2012-03-19 02:55:13 UTC
1339,262,16,shipped,2012-03-25 04:55:13 UTC,2012-03-25 04:55:13 UTC
1340,262,8,shipped,2012-03-16 05:55:13 UTC,2012-03-16 05:55:13 UTC
1341,262,25,shipped,2012-03-16 16:55:13 UTC,2012-03-16 16:55:13 UTC
1342,263,24,shipped,2012-03-21 13:55:13 UTC,2012-03-21 13:55:13 UTC
1343,263,4,shipped,2012-03-26 06:55:13 UTC,2012-03-26 06:55:13 UTC
1344,263,22,shipped,2012-03-23 08:55:13 UTC,2012-03-23 08:55:13 UTC
1345,263,45,shipped,2012-03-16 13:55:13 UTC,2012-03-16 13:55:13 UTC
1346,263,36,shipped,2012-03-24 02:55:13 UTC,2012-03-24 02:55:13 UTC
1347,263,83,shipped,2012-03-08 19:55:13 UTC,2012-03-08 19:55:13 UTC
1348,264,55,shipped,2012-03-22 09:55:13 UTC,2012-03-22 09:55:13 UTC
1349,264,58,shipped,2012-03-20 01:55:13 UTC,2012-03-20 01:55:13 UTC
1350,264,84,shipped,2012-03-11 14:55:13 UTC,2012-03-11 14:55:13 UTC
1351,264,83,shipped,2012-03-18 09:55:13 UTC,2012-03-18 09:55:13 UTC
1352,265,33,shipped,2012-03-18 03:55:14 UTC,2012-03-18 03:55:14 UTC
1353,265,100,shipped,2012-03-18 12:55:14 UTC,2012-03-18 12:55:14 UTC
1354,265,60,shipped,2012-03-10 16:55:14 UTC,2012-03-10 16:55:14 UTC
1355,265,27,shipped,2012-03-26 14:55:14 UTC,2012-03-26 14:55:14 UTC
1356,265,35,shipped,2012-03-21 06:55:14 UTC,2012-03-21 06:55:14 UTC
1357,265,10,shipped,2012-03-21 02:55:14 UTC,2012-03-21 02:55:14 UTC
1358,265,23,shipped,2012-03-12 23:55:14 UTC,2012-03-12 23:55:14 UTC
1359,265,68,shipped,2012-03-15 00:55:14 UTC,2012-03-15 00:55:14 UTC
1360,266,65,shipped,2012-03-18 10:55:14 UTC,2012-03-18 10:55:14 UTC
1361,266,78,shipped,2012-03-26 06:55:14 UTC,2012-03-26 06:55:14 UTC
1362,267,29,shipped,2012-03-13 21:55:14 UTC,2012-03-13 21:55:14 UTC
1363,267,61,shipped,2012-03-26 20:55:14 UTC,2012-03-26 20:55:14 UTC
1364,267,63,shipped,2012-03-21 08:55:14 UTC,2012-03-21 08:55:14 UTC
1365,267,46,shipped,2012-03-08 17:55:14 UTC,2012-03-08 17:55:14 UTC
1366,267,74,shipped,2012-03-10 15:55:14 UTC,2012-03-10 15:55:14 UTC
1367,267,32,shipped,2012-03-17 04:55:14 UTC,2012-03-17 04:55:14 UTC
1368,267,70,shipped,2012-03-19 17:55:14 UTC,2012-03-19 17:55:14 UTC
1369,267,61,shipped,2012-03-07 20:55:14 UTC,2012-03-07 20:55:14 UTC
1370,268,82,shipped,2012-03-25 09:55:14 UTC,2012-03-25 09:55:14 UTC
1371,268,51,shipped,2012-03-06 18:55:15 UTC,2012-03-06 18:55:15 UTC
1372,268,4,shipped,2012-03-14 05:55:15 UTC,2012-03-14 05:55:15 UTC
1373,268,51,shipped,2012-03-07 14:55:15 UTC,2012-03-07 14:55:15 UTC
1374,268,25,shipped,2012-03-14 12:55:15 UTC,2012-03-14 12:55:15 UTC
1375,268,4,shipped,2012-03-13 14:55:15 UTC,2012-03-13 14:55:15 UTC
1376,268,58,shipped,2012-03-11 18:55:15 UTC,2012-03-11 18:55:15 UTC
1377,268,59,shipped,2012-03-22 13:55:15 UTC,2012-03-22 13:55:15 UTC
1378,268,68,shipped,2012-03-24 06:55:15 UTC,2012-03-24 06:55:15 UTC
1379,268,100,shipped,2012-03-23 21:55:15 UTC,2012-03-23 21:55:15 UTC
1380,269,47,shipped,2012-03-22 23:55:15 UTC,2012-03-22 23:55:15 UTC
1381,269,24,shipped,2012-03-20 02:55:15 UTC,2012-03-20 02:55:15 UTC
1382,269,88,shipped,2012-03-19 12:55:15 UTC,2012-03-19 12:55:15 UTC
1383,269,6,shipped,2012-03-12 16:55:15 UTC,2012-03-12 16:55:15 UTC
1384,269,19,shipped,2012-03-16 13:55:15 UTC,2012-03-16 13:55:15 UTC
1385,269,60,shipped,2012-03-26 17:55:15 UTC,2012-03-26 17:55:15 UTC
1386,269,81,shipped,2012-03-23 22:55:15 UTC,2012-03-23 22:55:15 UTC
1387,269,68,shipped,2012-03-16 01:55:15 UTC,2012-03-16 01:55:15 UTC
1388,269,26,shipped,2012-03-17 21:55:15 UTC,2012-03-17 21:55:15 UTC
1389,270,58,shipped,2012-03-11 06:55:15 UTC,2012-03-11 06:55:15 UTC
1390,270,99,shipped,2012-03-25 11:55:15 UTC,2012-03-25 11:55:15 UTC
1391,271,87,shipped,2012-03-13 05:55:15 UTC,2012-03-13 05:55:15 UTC
1392,271,6,shipped,2012-03-08 12:55:15 UTC,2012-03-08 12:55:15 UTC
1393,271,9,shipped,2012-03-25 12:55:16 UTC,2012-03-25 12:55:16 UTC
1394,273,57,shipped,2012-03-18 03:55:16 UTC,2012-03-18 03:55:16 UTC
1395,273,32,shipped,2012-03-13 03:55:16 UTC,2012-03-13 03:55:16 UTC
1396,273,28,shipped,2012-03-23 03:55:16 UTC,2012-03-23 03:55:16 UTC
1397,273,30,shipped,2012-03-09 20:55:16 UTC,2012-03-09 20:55:16 UTC
1398,274,96,shipped,2012-03-26 07:55:16 UTC,2012-03-26 07:55:16 UTC
1399,275,52,shipped,2012-03-18 05:55:16 UTC,2012-03-18 05:55:16 UTC
1400,275,65,shipped,2012-03-24 10:55:16 UTC,2012-03-24 10:55:16 UTC
1401,275,78,shipped,2012-03-24 06:55:16 UTC,2012-03-24 06:55:16 UTC
1402,275,74,shipped,2012-03-13 14:55:16 UTC,2012-03-13 14:55:16 UTC
1403,275,72,shipped,2012-03-09 20:55:16 UTC,2012-03-09 20:55:16 UTC
1404,275,12,shipped,2012-03-06 23:55:16 UTC,2012-03-06 23:55:16 UTC
1405,275,52,shipped,2012-03-27 03:55:16 UTC,2012-03-27 03:55:16 UTC
1406,275,24,shipped,2012-03-10 12:55:16 UTC,2012-03-10 12:55:16 UTC
1407,276,25,shipped,2012-03-07 14:55:16 UTC,2012-03-07 14:55:16 UTC
1408,276,85,shipped,2012-03-27 01:55:16 UTC,2012-03-27 01:55:16 UTC
1409,276,87,shipped,2012-03-12 12:55:16 UTC,2012-03-12 12:55:16 UTC
1410,276,39,shipped,2012-03-25 11:55:16 UTC,2012-03-25 11:55:16 UTC
1411,276,60,shipped,2012-03-15 13:55:16 UTC,2012-03-15 13:55:16 UTC
1412,276,33,shipped,2012-03-10 23:55:16 UTC,2012-03-10 23:55:16 UTC
1413,276,33,shipped,2012-03-26 21:55:17 UTC,2012-03-26 21:55:17 UTC
1414,276,68,shipped,2012-03-21 09:55:17 UTC,2012-03-21 09:55:17 UTC
1415,276,55,shipped,2012-03-16 09:55:17 UTC,2012-03-16 09:55:17 UTC
1416,276,64,shipped,2012-03-09 14:55:17 UTC,2012-03-09 14:55:17 UTC
1417,277,40,shipped,2012-03-21 12:55:17 UTC,2012-03-21 12:55:17 UTC
1418,277,41,shipped,2012-03-16 05:55:17 UTC,2012-03-16 05:55:17 UTC
1419,277,5,shipped,2012-03-20 12:55:17 UTC,2012-03-20 12:55:17 UTC
1420,277,12,shipped,2012-03-27 07:55:17 UTC,2012-03-27 07:55:17 UTC
1421,277,88,shipped,2012-03-12 06:55:17 UTC,2012-03-12 06:55:17 UTC
1422,277,68,shipped,2012-03-11 13:55:17 UTC,2012-03-11 13:55:17 UTC
1423,277,47,shipped,2012-03-08 02:55:17 UTC,2012-03-08 02:55:17 UTC
1424,277,42,shipped,2012-03-09 07:55:17 UTC,2012-03-09 07:55:17 UTC
1425,277,76,shipped,2012-03-20 22:55:17 UTC,2012-03-20 22:55:17 UTC
1426,277,84,shipped,2012-03-22 12:55:17 UTC,2012-03-22 12:55:17 UTC
1427,278,89,shipped,2012-03-08 08:55:17 UTC,2012-03-08 08:55:17 UTC
1428,278,73,shipped,2012-03-08 21:55:17 UTC,2012-03-08 21:55:17 UTC
1429,278,90,shipped,2012-03-20 15:55:17 UTC,2012-03-20 15:55:17 UTC
1430,278,12,shipped,2012-03-26 21:55:17 UTC,2012-03-26 21:55:17 UTC
1431,278,98,shipped,2012-03-12 01:55:17 UTC,2012-03-12 01:55:17 UTC
1432,279,83,shipped,2012-03-08 04:55:17 UTC,2012-03-08 04:55:17 UTC
1433,279,88,shipped,2012-03-19 13:55:17 UTC,2012-03-19 13:55:17 UTC
1434,279,9,shipped,2012-03-10 01:55:17 UTC,2012-03-10 01:55:17 UTC
1435,279,5,shipped,2012-03-17 12:55:18 UTC,2012-03-17 12:55:18 UTC
1436,279,29,shipped,2012-03-26 11:55:18 UTC,2012-03-26 11:55:18 UTC
1437,280,52,shipped,2012-03-22 07:55:18 UTC,2012-03-22 07:55:18 UTC
1438,280,96,shipped,2012-03-19 09:55:18 UTC,2012-03-19 09:55:18 UTC
1439,280,2,shipped,2012-03-26 12:55:18 UTC,2012-03-26 12:55:18 UTC
1440,280,31,shipped,2012-03-15 19:55:18 UTC,2012-03-15 19:55:18 UTC
1441,280,76,shipped,2012-03-18 11:55:18 UTC,2012-03-18 11:55:18 UTC
1442,280,56,shipped,2012-03-08 15:55:18 UTC,2012-03-08 15:55:18 UTC
1443,280,84,shipped,2012-03-11 14:55:18 UTC,2012-03-11 14:55:18 UTC
1444,280,24,shipped,2012-03-18 16:55:18 UTC,2012-03-18 16:55:18 UTC
1445,280,16,shipped,2012-03-21 01:55:18 UTC,2012-03-21 01:55:18 UTC
1446,281,72,shipped,2012-03-16 18:55:18 UTC,2012-03-16 18:55:18 UTC
1447,281,37,shipped,2012-03-20 11:55:18 UTC,2012-03-20 11:55:18 UTC
1448,282,100,shipped,2012-03-21 20:55:18 UTC,2012-03-21 20:55:18 UTC
1449,282,13,shipped,2012-03-23 02:55:18 UTC,2012-03-23 02:55:18 UTC
1450,282,100,shipped,2012-03-24 08:55:18 UTC,2012-03-24 08:55:18 UTC
1451,282,37,shipped,2012-03-11 07:55:18 UTC,2012-03-11 07:55:18 UTC
1452,283,95,shipped,2012-03-17 08:55:18 UTC,2012-03-17 08:55:18 UTC
1453,283,9,shipped,2012-03-19 06:55:18 UTC,2012-03-19 06:55:18 UTC
1454,283,71,shipped,2012-03-16 07:55:18 UTC,2012-03-16 07:55:18 UTC
1455,284,74,shipped,2012-03-21 07:55:19 UTC,2012-03-21 07:55:19 UTC
1456,284,72,shipped,2012-03-15 11:55:19 UTC,2012-03-15 11:55:19 UTC
1457,284,73,shipped,2012-03-25 20:55:19 UTC,2012-03-25 20:55:19 UTC
1458,284,80,shipped,2012-03-08 17:55:19 UTC,2012-03-08 17:55:19 UTC
1459,285,5,shipped,2012-03-20 08:55:19 UTC,2012-03-20 08:55:19 UTC
1460,285,63,shipped,2012-03-11 20:55:19 UTC,2012-03-11 20:55:19 UTC
1461,285,74,shipped,2012-03-14 15:55:19 UTC,2012-03-14 15:55:19 UTC
1462,285,41,shipped,2012-03-15 14:55:19 UTC,2012-03-15 14:55:19 UTC
1463,285,7,shipped,2012-03-11 15:55:19 UTC,2012-03-11 15:55:19 UTC
1464,285,82,shipped,2012-03-20 15:55:19 UTC,2012-03-20 15:55:19 UTC
1465,285,65,shipped,2012-03-20 00:55:19 UTC,2012-03-20 00:55:19 UTC
1466,285,10,shipped,2012-03-23 07:55:19 UTC,2012-03-23 07:55:19 UTC
1467,285,8,shipped,2012-03-15 17:55:19 UTC,2012-03-15 17:55:19 UTC
1468,286,21,shipped,2012-03-23 13:55:19 UTC,2012-03-23 13:55:19 UTC
1469,286,46,shipped,2012-03-18 19:55:19 UTC,2012-03-18 19:55:19 UTC
1470,286,82,shipped,2012-03-20 23:55:19 UTC,2012-03-20 23:55:19 UTC
1471,287,76,shipped,2012-03-13 20:55:19 UTC,2012-03-13 20:55:19 UTC
1472,287,35,shipped,2012-03-09 12:55:19 UTC,2012-03-09 12:55:19 UTC
1473,287,34,shipped,2012-03-07 15:55:19 UTC,2012-03-07 15:55:19 UTC
1474,287,46,shipped,2012-03-11 22:55:20 UTC,2012-03-11 22:55:20 UTC
